TIMESTAMP_START,TART,TA_F,VPD_F,PA_F,WS_F,NETRAD,TS_F_MDS_1
2.00301E+11,1600,18.12,13.598,98.5,0.84,166.4,13.21
2.00301E+11,1630,18.02,13.013,98.5,0.322,67.63,13.27
2.00301E+11,1700,17.49,12.17,98.5,0.453,-16.35,13.31
2.00301E+11,1730,16.62,11.131,98.5,0.435,-76.93,13.34
2.00301E+11,1800,15.79,10.455,98.5,1.349,-104.1,13.34
2.00301E+11,0800,11.56,2.847,98.7,1.153,-29.78,12.43
2.00301E+11,0830,12.08,2.228,98.7,0.563,44.47,12.4
2.00301E+11,0900,13.48,3.217,98.7,0.644,131.8,12.38
2.00301E+11,0930,14.24,4.89,98.8,1.126,214.3,12.39
2.00301E+11,1000,14.95,7.135,98.8,1.328,302.5,12.41
2.00301E+11,1030,15.27,8.243,98.7,1.708,360.7,12.48
2.00301E+11,1100,15.61,9.429,98.7,1.679,428.9,12.54
2.00301E+11,1130,16.11,9.651,98.7,1.339,466.7,12.63
2.00301E+11,1200,16.91,9.667,98.6,1.323,486.5,12.71
2.00301E+11,1230,17.04,9.003,98.5,1.521,475.8,12.79
2.00301E+11,1300,17.24,9.247,98.5,1.34,464.3,12.89
2.00301E+11,1330,17.38,9.139,98.4,1.406,441.7,13.01
2.00301E+11,1400,17.78,9.25,98.4,1.19,397.5,13.15
2.00301E+11,1430,17.88,9.014,98.4,1.254,322.8,13.28
2.00301E+11,1500,18.09,9.237,98.4,0.891,250.1,13.42
2.00301E+11,1530,18.25,9.308,98.4,0.765,176,13.54
2.00301E+11,1600,18.05,8.904,98.3,0.589,95.6,13.64
2.00301E+11,1630,17.9,8.822,98.4,0.364,27.32,13.7
2.00301E+11,1700,17.61,8.777,98.4,0.424,-30.71,13.76
2.00301E+11,1730,17,7.802,98.4,0.658,-77.69,13.79
2.00301E+11,1800,16.61,7.412,98.4,0.889,-97.8,13.81
2.00301E+11,0800,13.59,5.478,98.6,0.349,-23.55,13.03
2.00301E+11,0830,14.95,6.603,98.6,0.134,46.07,13
2.00301E+11,0900,15.61,6.952,98.7,0.4,119,12.99
2.00301E+11,0930,16.21,7.244,98.7,0.688,188.1,13
2.00301E+11,1000,16.46,7.441,98.7,1.014,261.9,13.03
2.00301E+11,1030,16.75,7.387,98.7,1.078,331.9,13.09
2.00301E+11,1100,17.3,8.093,98.7,1.214,378.4,13.15
2.00301E+11,1130,16.96,7.587,98.6,1.355,404.8,13.26
2.00301E+11,1200,17.23,7.401,98.6,1.367,401.3,13.35
2.00301E+11,1230,17.4,7.683,98.5,1.348,391.7,13.45
2.00301E+11,1300,17.71,8.115,98.5,1.488,392.6,13.54
2.00301E+11,1330,18.04,8.016,98.4,1.384,367.1,13.65
2.00301E+11,1400,18.53,8.715,98.4,1.211,309.4,13.78
2.00301E+11,1430,18.97,9.607,98.4,1.013,261.8,13.9
2.00301E+11,1500,18.94,10.415,98.4,1.509,245.1,14.02
2.00301E+11,1530,19.16,10.796,98.4,1.107,196,14.13
2.00301E+11,1600,19.05,10.444,98.3,1.279,128.4,14.22
